,Company,Title,Description,Location,Salary
2835,Hudson,Business/Data Analyst,"
            Extensive experience as a Process / Business and Data Analyst. Business and Data Analysis required for Student One implementation project....",Brisbane QLD,"<span class=""no-wrap"">
                $500 - $600 a day</span>"
2836,people2people,Business Analyst,"
            Experience in data analysis & reporting. An ongoing opportunity has come up for an experienced Business Analyst to support the Cost/Return team of the business'...",Sydney Western Suburbs NSW,
2837,Leadbolt,Mobile Advertising Professionals,"
Data Scientists/Analysts with a passion for driving performance enhancing data insights. Are you a Mobile Advertising Professional looking to explore...",Bondi Junction NSW,
2838,Capstone Recruitment,Portfolio Analyst,"
            Research and analyse the required data inputs for all current and future development projects. Reporting to the Fund Manager, the Portfolio Analyst prepares and...",Australia,
2839,Hays,Information Management Junior Analyst,"
            Due to multiple ongoing projects they require an Information Management Junior Analyst to assist with improvement of the effectiveness, efficiency and...",Sydney Central Business District NSW,
2840,Recruit Shop,Data Analyst / Category Manager,"
            The primary purpose of this position is to support the New York data team with data responsibilities including research, audits, data work flows, hierarchies...",Sydney NSW,"<span class=""no-wrap"">
                $71,000 a year</span>"
2841,Robert Walters,Big Data Engineer,"
                            Enterprise Data Warehouse / Data Lake architectures. You are an experienced Big Data Engineer with exceptional communication skills....",Sydney NSW,
2842,Google,"Cloud Data Engineer, Cloud Professional Services","
            Experience with data warehouses, including data warehouse technical architecture, infrastructure components, ETL/ELT, reporting/analytic tools and environments,...",Melbourne VIC,
2843,Melbourne IT Group,Data Engineer,"
Data and Analytics. This is an opportunity for you to join one of Australia's leading Data and Analytics consultancies, where you will be providing technical...",Melbourne VIC,
2844,Servian,Data Engineer,"
Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. As a result of our rapid growth in our Data and Analytics...",Melbourne VIC,
2845,Datalicious,Data Engineer,"
            Strong background working on large scale Data Warehousing and Data processing solutions. Our team of marketing data specialists offer a wide range of skills...",North Sydney NSW,"<span class=""no-wrap"">
                $80,000 - $130,000 a year</span>"
2846,Teradata,Data Engineer,"
            Additionally the Senior Data Engineer assists Think Big Analytics establish thought leadership in the big data industry by contributing white papers, technical...",Sydney NSW,
2847,Macquarie Group Limited,Hadoop Data Engineer,"
            Help build our next generation data management platform and expand upon our data management capabilities. Implement data workflows and ETL processes....",Sydney NSW,
2848,DigitasLBi,Data Engineer,"
Data extraction from structured/unstructured sources; The creative use of data / data sources is a must, the candidate should have not only a strong analytical...",Sydney NSW,
2849,AGL Energy,Data Engineer,"
            Within this team, data engineers:. Consult with Senior Data Engineers and Data Architects on solution designs and participate in defining and implementing...",Melbourne City Centre VIC,
2850,Freelancer.com,Graduate Software Engineer,"
            From design, writing, data entry and software development; We are looking for a graduate software engineer to join us in January or Februrary 2018....",Sydney NSW,"<span class=""no-wrap"">
                $60,000 - $80,000 a year</span>"
2851,Data Republic,Big Data Engineer,"
            About Data Republic. That’s just open data. There are many problems to be solved around identity management, data analysis, data discovery, and platform...",Sydney NSW,
2852,Latitude Financial Services,Data Warehouse Engineer,"
            Design, development, testing and implementation of Enterprise Data Warehouse Solutions includes data ingestion, integration, reporting, automation testing, data...",Burnley VIC,
2853,CUA,Data Engineer,"
            As one of our Data Engineers, you will be working in a team of Data Engineers and you will provide development, business analysis, business translation to...",Brisbane QLD,
2854,VGW,Data Engineer,"
            We’re looking for a junior data engineer to ensure the efficient and accurate flow of data from internal and external sources for the VGW data and analytics...",Perth WA,
2855,nbn™,Senior Data Engineer,"
            We are looking for an individual who has proven domain experience in data ingestion and big data processing design to deal with the volume, variety, value,...",Melbourne VIC,
2856,ThoughtWorks,Senior Data Engineer,"
            As a Data Engineer, you will develop modern data architectural approaches to meet key business objectives and provide end to end data solutions....",Melbourne VIC,
2857,Melbourne IT Group,Senior Data Engineer - Cloud Data Platform,"
            Senior Data Engineer - Cloud Data Platform. Data and Analytics. This is an opportunity for you to join one of Australia's leading Data and Analytics...",Melbourne VIC,
2858,Infoready,Senior Data Engineer - Cloud Data Platform,"
            This is an opportunity for you to join one of Australia's leading Data and Analytics consultancies, where you will be providing technical expertise, delivery...",Melbourne VIC,
2859,Envato,Data Engineer,"
            You’ll be providing solutions to integrate data from internal and external data sources into the central data repository as well as the processing and modelling...",Melbourne VIC,
2860,Macquarie Group Limited,Senior Data Centre Engineer,"
            We are looking for a driven team player to be part of the Global Data Centre Management team whose responsibility is the provision of suitable environments to...",Sydney NSW,
2861,Microsoft,Premier Field Engineer – Data Insights,"
            Premier Field Engineer – Data Insights (Canberra). Join a team of successful Premier Field Engineers (PFE) in the Data Insights domain who are empowering...",Canberra ACT,
2862,Australian Antarctic Division,Electronics Engineer,"
                            As the Electronics Engineer you will support the AAD’s scientific program by installing, commissioning, maintaining, calibrating and modifying electronic...",Australia,"<span class=""no-wrap"">
                $85,907 a year</span>"
2863,GoCatch,Junior Data & Software Engineer,"
                            We are looking for a qualified and motivated junior data & software engineer to join our team. Data analytics experience and skills....",Sydney NSW,
2864,IBM,Big Data Engineer - Data Analytics SME (Syd/Mel),"
            BigData Engineer - Data Analytics SME. What Does an IBM Data Engineer Opportunity Offer? Apply methods, technologies and techniques that address data...",St Leonards NSW,
2865,Westbury Partners,FPGA Engineer - Low Latency Trading - Python - SYDNEY,"
            This role would be suited for people coming from a Embedded Systems, Hardware Engineer, FPGA Engineer, Performance Engineer or Hardware Programming background...",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $180,000 a year</span>"
2866,Canva,"Senior Data Engineer (SQL-on-Hadoop, ETL Pipelines)","
            Demonstrated experience working with large volumes of data across in-house and third-party data warehousing platforms running in *nix environments....",Sydney NSW,
2867,Axiom Technologies,Network Data Engineer- Perth,"
            Axiom Technologies Australia, is a Melbourne based entity with the history of providing Managed IT solutions to medium to large scale enterprises, across ANZ...",Perth WA,
2868,SAI Global,Big Data Engineer,"
            The Big Data Engineer responsibilities will include:. Understanding of Master Data Management, Data Quality and Meta Data Management....",Sydney NSW,
2869,Siemens AG,Data Centre Solutions Senior Engineer,"
            Siemens currently has an opportunity for an experienced Data Center Solutions Senior Engineer to join our Siemens Energy Management division....",Macquarie Park NSW,
2870,CSIRO,Senior Software Engineer,"
            Demonstrated ability in integrated data systems, high performance data, and advanced data analytics techniques, data management....",Perth WA,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
2871,Excite Holidays,Profit Optimisation Data/Software Engineer,"
            The Profit Optimisation Data/Software Engineer we are looking for has:. Discover the world of Technology as our Profit Optimisation Data/Software Engineer....",Sydney NSW,
2872,Altis Consulting,Junior Data Engineer,"
            Junior Data Engineer. Are interested in Big Data? Are you someone who loves data and turning information into actionable insights for end users?...",Sydney NSW,
2873,Altis Consulting Pty Ltd,Junior Data Engineer,"
            Junior Data Engineer. Are interested in Big Data? Are you someone who loves data and turning information into actionable insights for end users?...",Sydney NSW,
2874,Australian Antarctic Division,Electronics Engineer,"
                            As the Electronics Engineer you will support the AAD’s scientific program by installing, commissioning, maintaining, calibrating and modifying electronic...",Australia,"<span class=""no-wrap"">
                $85,907 a year</span>"
2875,Australian Antarctic Division,Electronics Engineer,"
                            As the Electronics Engineer you will support the AAD’s scientific program by installing, commissioning, maintaining, calibrating and modifying electronic...",Australia,"<span class=""no-wrap"">
                $85,907 a year</span>"
2876,GoCatch,Graduate Data & Software Engineer,"
                            We are looking for a qualified and motivated junior data & software engineer to join our team. Data analytics and engineering skills....",Sydney NSW,
2877,Robert Half Australia,Senior Systems Engineer | North Sydney | 6-12 to perm,"
                            EMC Storage and Data Protection. Senior Systems Engineer | North Sydney | 6-12 months to perm | $450 p.d. You will be an experienced Senior Systems Engineer who...",Sydney NSW,"<span class=""no-wrap"">
                $450 a week</span>"
2878,Atlis Consulting,Junior Data Engineer,"
            Junior Data Engineer. Are interested in Big Data? Are you someone who loves data and turning information into actionable insights for end users?...",Sydney NSW,
2879,IMC Financial Markets,Big Data - System Engineer,"
Data Engineering at IMC. Analyzing, designing, creating and managing Big Data infrastructure for IMC. Developing and extending in-house data tool-kits based in...",Sydney NSW,
2880,Avanade,Hadoop Data Engineer,"
            Ideally with direct experience with Azure Data Platform, SSIS, SSRS, data warehouse, data integration, Power BI and advanced SQL Skills....",Sydney NSW,
2881,BCS Technology International,Computer Science/ IT Graduates,"
            Develop and deploy various code used to assist with Big Data transfer into the Cloud. We provide services in a wide range of IT and technological services,...",Sydney NSW,
2882,Children's Medical Research Institutue,Big Data Software Engineer,"
            For data access. Detail-oriented for producing accurate data models for our disparate data. Clinical, laboratory, and scientific data for downstream analytics....",Westmead NSW,
2883,Delivery Centric Pty Ltd,Network data/ Network data Engineer,"
            Expertise in Data centre and network room related activities. Australia Job Posting*....",Perth WA,
2884,TRN Group,Student Engineering Surveyor,"
            Collect & manage data. Coordinate surveying activities with the project engineer and foreman to meet the construction requirements....",Sydney NSW,
2885,Cover Genius,Senior Data Scientist,"
            You will be working with World-class software engineers, data scientists, UX specialists and Founders who have come from Google and Yahoo!...",Sydney NSW,
2886,ServiceNow,Senior Data Centre Operations Technician,"
            Use your expertise in data centre operations to engineer, implement, communicate, execute and streamline processes including security, asset management,...",Melbourne VIC,
2887,Accenture,DATA CENTRE STORAGE AND BACKUP ENGINEER,"
            Accenture Operations you will make solutions real and deliver business outcomes. We help clients become more successful by helping them improve their systems...",Pyrmont NSW,
2888,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2889,Robert Half Australia,Senior Systems Engineer | Immediate Start | $45 per hour,"
                            EMC Storage and Data Protection. Data Centre and Cloud Service migrations. Build and Deploy data Centre and Could Solution....",Sydney NSW,"<span class=""no-wrap"">
                $45 an hour</span>"
2890,Accenture,Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
2891,Black Cat Data,Software Engineer Intern,"
                            Passionate about information technology, data and AI. We are looking for passionate software engineer graduates with attention to detail and willingness to...",Sydney NSW,
2892,ignite,Genesys (VOIP) Engineer,"
                            Development of Genesys routing using external data 2+ years. A large Telco in Melbourne seeks to hire a Genesys (VOIP) Specialist for an initial 6 month...",Melbourne VIC,"<span class=""no-wrap"">
                $600 - $1,000 a day</span>"
2893,ROKT,Senior Software Engineer (Big Data),"
            Strong background working on large scale Data Warehousing and Data processing solutions. ROKT is looking for a Senior Software Engineer to join a small team of...",Sydney NSW,
2894,Brandscope,Data Engineer (With Javascript and API experience),"
            Experience analysing, migrating or integrating data. Analysis of existing and newly provided data. Creation of processes to enhance the existing data flows....",Gold Coast QLD,
2895,Siemens AG,Senior Data Scientist,"
            Based on a solid data understanding, the data engineer executes feature engineering and data quality evaluations in order to prepare data tables usable for...",Perth WA,
2896,Avanade,Data Engineer Consultant,"
            Develop and maintain data warehouse and big data platform schematics, layouts, architectures, and relational databases for data storage and data mining....",Sydney NSW,
2897,Redbubble,Senior Data Software Engineer,"
            A wealth of knowledge in building and operating large scale data warehouses including data modeling, warehouse architecture, real-time and batch data movement...",Melbourne VIC,
2898,Job Capital,Software Engineer,"
            Work in tandem with other engineers to build advanced automated frameworks. Develop innovative solutions for large scale automated testing strategies, quality...",Sydney NSW,"<span class=""no-wrap"">
                $90,000 a year</span>"
2899,CSIRO,Software Engineer - Data61,"
            Join CSIRO's Data61 Australia's largest data innovation group. The team is focused on creating a new type of ""privacy-preserving"" data science capability for...",Sydney NSW,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
2900,Freelancer.com,Software Engineer,"
            From design, writing, data entry and software development; So if you excel at architecting web applications at scale, enjoy the challenge of writing optimised...",Sydney NSW,"<span class=""no-wrap"">
                $80,000 - $120,000 a year</span>"
2901,Ballina Shire Council,Capital Works Engineer - Water and Wastewater,"
            Demonstrated experience in asset management systems, processes and data capture. We are offering an exciting opportunity for an experienced and qualified...",Ballina NSW,"<span class=""no-wrap"">
                $79,400 - $97,600 a year</span>"
2902,Anditi Pty Ltd,Data Scientist/Engineer,"
            Experience with data structures and design patterns. Ability to illuminate complex problems with data analysis....",Teralba NSW,
2903,Accenture,Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
2904,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2905,Arup,Vacation Student - CAD/Digital,"
            Like our founder, we are part engineer, part philosopher. We are 12,000 designers, planners, engineers, consultants and technical specialists free to bend steel...",Brisbane QLD,
2906,Google,"Strategic Cloud Engineer, Big Data and Machine Learning, Goo...","
            Experience working with recommendation engines, data pipelines, or distributed machine learning and experience with data analytics and data visualization...",Sydney NSW,
2907,Yarra Valley Water,Treatment Plant Optimisation Engineer,"
            This full-time role is classified as an Engineer, salary range $68,685 - $101,586 per annum dependent on experience, plus 10% superannuation....",Mitcham VIC,"<span class=""no-wrap"">
                $68,685 - $101,586 a year</span>"
2908,Alpha People,LoadRunner Stress Testing Engineer (only GC/Citizens),"
            LoadRunner Stress Testing Engineer (Only GC/Citizens )*. This role will serve as a stress testing engineer on the Lending Stress/Performance/Load Test Team....",Melbourne VIC,"<span class=""no-wrap"">
                $60,000 - $70,000 a year</span>"
2909,Interactive,Systems Engineer - Data Integration Specialist,"
            Ensuring a high level of data quality through sound data management processes, including execution of data management processes, establishing consistent data...",Port Melbourne VIC,
2910,Horizon Airlines Engineering,Aircraft Maintenance Engineer,"
            Competent in the use of computer based Technical data. Looking for hands on individuals with Experience on Aircraft in both the GA and Regional Airline Sectors....",Sydney NSW,"<span class=""no-wrap"">
                $45,000 - $85,000 a year</span>"
2911,IAG,Data Engineer,"
            The Data Engineer role ensures that data pipelines are scalable, repeatable and secure. Data Engineers should also have the capability to architect highly...",New South Wales,
2912,Bullhorn,Data Engineer,"
            As a Data Engineer, a typical day might include:. Analyzing foreign data sets. As a Professional Services Data Engineer, you are an instrumental piece in the...",Sydney NSW,
2913,Pivotal Software,Senior Platform Architect (Big Data),"
            Experience with In Memory Data Grid technologies - particularly GemFire. Hands on experience with Data Visualization Tools and Analytics Solutions....",Sydney NSW,
2914,CSIRO,Programming Engineer,"
            Excellent understanding of algorithms and data structures. Join CSIRO's Data61 - Australia's largest data innovation group....",Brisbane QLD,"<span class=""no-wrap"">
                $103,000 a year</span>"
2915,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2916,Robert Half Australia,Senior Systems Engineer | Immediate Start | $45 per hour,"
                            EMC Storage and Data Protection. Data Centre and Cloud Service migrations. Build and Deploy data Centre and Could Solution....",Sydney NSW,"<span class=""no-wrap"">
                $45 an hour</span>"
2917,Accenture,Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
2918,Robert Half Australia,Senior Systems Engineer | Immediate Start | $45 per hour,"
                            EMC Storage and Data Protection. Data Centre and Cloud Service migrations. Build and Deploy data Centre and Could Solution....",Sydney NSW,"<span class=""no-wrap"">
                $45 an hour</span>"
2919,Robert Walters,Big Data Engineer,"
                            Enterprise Data Warehouse / Data Lake architectures. You are an experienced Big Data Engineer with exceptional communication skills....",Sydney NSW,
2920,Technical & Project Services,Test Engineer (Electrical),"
            Reporting to the Electronics and Data Acquisition Engineer, your role will be to ensure the validity of crash test results by conducting crash test data...",Sydney NSW,"<span class=""no-wrap"">
                $87,459 - $103,112 a year</span>"
2921,Opus Recruitment Solutions,JUNIOR DATA ENGINEER,"
            Ability to not only read data but interpret data sets & reports. Building integrations that pull data sets from disparate data sources and bring them together....",Sydney NSW,"<span class=""no-wrap"">
                $50,000 - $60,000 a year</span>"
2922,Aulakh Roadways Pty Ltd T/A SR Best Services,Computer Network and System Engineer,"
            Computer Network and System Engineer:. Analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and...",Mittagong NSW,"<span class=""no-wrap"">
                $50,000 - $60,000 a year</span>"
2923,Deimos Technology Pty Ltd,Software Engineer,"
            Store, retrieve, and manipulate data for analysis of system capabilities and requirements. Modify existing software to correct errors, allow it to adapt to new...",Mandurah WA,"<span class=""no-wrap"">
                $65,000 - $70,000 a year</span>"
2924,Salt Recruitment,"Data Engineer Sydney, Australia","
            They are looking to add a Data Engineer to their ranks to sit within their integration & data team and work on large projects spread across a multitude of...",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $130,000 a year</span>"
2925,Vero,Senior Full Stack Engineer,"
            Vero is predominantly a team of hardworking, talented engineers and we're looking for another Senior Full Stack Engineer to join our talented team....",Surry Hills NSW,"<span class=""no-wrap"">
                $110,000 - $142,000 a year</span>"
2926,Rio Tinto,Graduate Mechanical Engineer,"
            Reporting to the Specialist Engineer , you will be:. This role is a great opportunity for a dynamic individual to provide problem solving, operational...",Macleod VIC,
2927,Amazon.com,Cloud Support Engineer - Big Data,"
            Our Big Data Support team specialises in helping customers with streaming, storing and processing vast amounts of data in the Cloud....",Sydney NSW,
2928,Motorola Solutions,Graduate Engineer,"
            Writing software and providing input to software design for Mobile Data & computer-aided dispatch (CAD) systems....",Sydney NSW,
2929,Hydrogen Group,Big Data Engineer,"
            Big Data engineer:. As a data engineer, you should be familiar with and have hands-on experience with all aspects of big data engineering from data ingestion of...",Melbourne VIC,"<span class=""no-wrap"">
                $120,000 - $140,000 a year</span>"
2930,Accenture,Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
2931,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2932,Greenpeace Australia Pacific,Lead Software Engineer,"
            Software Engineer x 2, & Full Stack Web Engineer. Lead software engineer ,. Experience in data synchronisation....",Australia,"<span class=""no-wrap"">
                $109,527 a year</span>"
2933,Michael Page,Data Centre Engineer - Immediate Start,"
            Providing a range of services, they are currently looking to bolster their established team with a passionate Facility Engineers to service their data centre...",Melbourne City Centre VIC,"<span class=""no-wrap"">
                $80,000 - $95,000 a year</span>"
2934,Manpower Services (Hong Kong) Limited,Assistant Engineer / Engineering Assistant,"
            Assist Engineer to design, construct, upgrade and maintain engineering facilities and plant equipment....",Australia,
2935,Opus Recruitment Solutions,Big Data Engineer,"
            Help contribute to engineer the next best data management platform and expand upon the data management capabilities. Have big data experience....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
2936,Mantech,Graduate/Junior DevOps Engineer,"
            Graduate/Junior DevOps Engineer. (Build & Release Engineer). As a Graduate/Junior DevOps Engineer, you will be trained and mentored to build and release code...",Sydney NSW,
2937,GHD,"Engineers - Maritime, Coastal & Ports","
Engineers - Maritime, Coastal & Ports - MEL01160. Numerical modelling tasks (waves, hydrodynamics and sediment transport) and data collection....",Melbourne VIC,
2938,Swinburne University of Technology,Research Engineer - Internet of Things,"
            The research engineer will be expected to undertake design, development, implementation and testing of solutions and systems in the areas of Internet of Things...",Melbourne VIC,
2939,Qantas Airways Limited,Senior Software Engineer - IOS,"
            You will be part of cross-functional Kanban team with a mix of software engineers and aircraft performance engineers, closely collaborating with our pilots....",Sydney NSW,
2940,University of Tasmania,"Research Engineer, Sense-T","
            The Research Engineer is involved in developing IoT end-to-end solution architectures, sensor development, telemetry and data collection from sensors, data...",Hobart TAS,"<span class=""no-wrap"">
                $92,385 - $106,694 a year</span>"
2941,B&R Enclosures,Graduate Mechatronics Engineer,"
            Graduate Mechatronics Engineer – 2 year contract. An ability to analyse and make decisions from data. Mechatronics Engineer, ideally, you will also have...",Australia,
2942,Accenture,Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
2943,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2944,Accenture,Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
2945,GetSwift,Data Scientist,"
Data analysis and reporting. Enhancing data collection and analytics. Performing data mining and statistical analyses....",Melbourne VIC,
2946,Rio Tinto,Data Scientist,"
            Develop custom analytics workflows by integrating relevant data sources and developing analytic/derived data sets through feature selection to address specific...",Brisbane QLD,
2947,HealthKare Intelligance,Biomedical Engineering Consultant,"
            HealthKare Intelligence (HKI) is looking for enthusiastic and motivated Biomedical Engineers to join the team based in Melbourne.*....",Melbourne VIC,
2948,Peoplebank,Big Data Engineer,"
            As a Data Engineer, you are responsible for architecting, developing, scaling and maintaining data pipelines and analytics infrastructure, covering a wide range...",Macquarie Park NSW,"<span class=""no-wrap"">
                $130,000 - $150,000 a year</span>"
2949,CSIRO,Software Engineer (Junior/Intermediate),"
            Communicating and collaborating with stakeholders to enable them to publish their data, manage data layers, and catalogues, on our TerriaJS projects....",Canberra ACT,"<span class=""no-wrap"">
                $80,000 - $91,000 a year</span>"
2950,Raytheon,Graduate System Engineers,"
            Technology areas include the latest in radar, missile defence, data fusion, combat system, video and image processing and a wide variety of communications...",Edinburgh SA,
2951,Amazon.com,Facilities engineer (Electrical or Mechanical or Both),"
            The Facility Engineer with be responsible for Data Center Engineering Operations within an Amazon Data Center including risk management and mitigation,...",Sydney NSW,
2952,GetSwift,Onboarder/Project Manager - multiple positions available,"
            History of interacting with a team of designers & engineers without pissing them off. Data driven analytics and business intelligence projects to help different...",Melbourne VIC,
2953,Naviro Pty Ltd,Senior Data Engineer (Spark/Scala/AWS) | 'Data Driven' Analy...,"
            We are a data driven business building bespoke Data Driven products for individual requirements. Develop new Big Data products....",Sydney NSW,"<span class=""no-wrap"">
                $140,000 - $170,000 a year</span>"
2954,Plutora,Senior QA Engineer,"
            Provides specific guidance on defects to developers, and mentors to less experienced QA engineers. Performs moderately complex to complex test data conditioning...",Sydney NSW,
2955,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2956,Healthdirect Australia,Senior-QA-Engineer,"
            Demonstrable experience in data and API based automation testing. 3+ years experience automating functional and non-functional tests as a QA Engineer....",Sydney Central Business District NSW,
2957,Jacobs,Senior Mechanical Engineers – Oil and Gas,"
            Tertiary qualified engineer. Generate equipment data sheets and specifications. The mechanical engineer will have experience in....",Brisbane QLD,
2958,Commvault,Level 1 Support Engineer - 12 month contract initially,"
            Support, systems administrator or systems engineer background. Recognized as a leader in the Gartner Magic Quadrant for Data Center Backup and Recovery Software...",Sydney NSW,
2959,Mad Paws,Product Management Internship (Summer 2017),"
            Learn to perform Data Analysis in Excel and Mixpanel. PRODUCT MANAGEMENT SUMMER INTERNSHIP IN HIGH GROWTH STARTUP....",Sydney NSW,
2960,General Electric,Engineer - Electronic Hardware,"
            Document and communicate results of technical data generated. The Engineer provides design, analysis, basic firmware development to meet assigned objectives....",Melbourne VIC,
2961,Independence Group,Geotechnical Engineer,"
            Collect and interpret geotechnical data from underground. Provide geotechnical support to mining operations to ensure....",Norseman WA,
2962,Spectrum ARVR,Software Engineer,"
            Is looking for young & talented *Software Engineer*. Software Engineer ( *Augmented Reality & Virtual Reality Application Development*....",Maroochydore QLD,"<span class=""no-wrap"">
                $60,000 - $80,000 a year</span>"
2963,Caterpillar,Graduate - Engineer Automation,"
            Graduate - Engineer Automation. Support other engineers, customers and suppliers. Strong data analysis and system integration skills are needed....",Tullamarine VIC,
2964,BuildingIQ,Senior Customer Engineer – Operations ,"
            Identify 5i data, UI or processing issues and coordinate fixes with appropriate cross functional organizations....",Sydney NSW,
2965,Intrax Consulting Engineers,Geotechnical Engineer - NSW,"
            Work closely with other Geotechnical Engineers to ensure all work is understood and prepared effectively;'....",Sydney NSW,
2966,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2967,Ai Group Apprentice and Trainee Centre,Engineering Mechanical Trade Apprentice,"
            This company comprises a highly professional team of qualified Metallurgists, Engineers, Engineering Technologists, Inspectors, and Non-Destructive Testing (NDT...",Silverwater NSW,
2968,Jacobs,Requirements Engineer,"
            For a Requirements Engineer to join the team. Jacobs is one of the world’s leading providers in technical,....",Melbourne VIC,
2969,Veritas Technologies,Senior System Engineer,"
Data Protection, Information Intelligence and or Information Availability. 5+ years covering one or more of the 360 Data Management Specialisations:....",Sydney NSW,
2970,Hays,Sales Engineer - HVAC / Data Centre Solutions,"
            Specialising in energy efficient cooling equipment and data centre solutions, they have decades of experience and a high quality product portfolio....",Sydney Western Suburbs NSW,"<span class=""no-wrap"">
                $90,000 a year</span>"
2971,St Barbara Limited,Geotechnical Engineer,"
            Designing timely and cost effective drilling programmes providing appropriate data for low risk mine design and scheduling....",Leonora WA,
2972,Optus,Senior Systems Engineer - Skype for Business,"
Data Networking, certificate services and other core infrastructure; Minimum 3+ years as a Senior Engineer and minimum 2+ years people management in a large...",Sydney Central Business District NSW,
2973,Lycopodium,Mechanical Engineer,"
            Reviewing vendor certified documentation (drawings, data sheets, manuals, lube lists) and distributing vendor information to discipline engineers / drafting...",Brisbane QLD,
2974,Transurban Group,ITS Operations Engineer,"
            You’ll monitor and maintain all sorts of specialised equipment including PABXs and Trunked radio, data network equipment, CCTV equipment, Traffic Flow Systems,...",Melbourne VIC,
2975,Huxley,Data Engineer,"
Data security & governance expertise. Strong experience in traditional data warehousing / ETL tools (Informatica, Talend, Pentaho, DataStage)....",Sydney NSW,"<span class=""no-wrap"">
                $140 a day</span>"
2976,Total Resource Solutions,Data Engineer - AWS,"
Data retrial using API's. Our client runs one of the largest loyalty datasets in Australia - they require a data engineer to assist in automating ETL driven...",Sydney NSW,"<span class=""no-wrap"">
                $500 a day</span>"
2977,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2978,Evolution Recruitment Solutions,Data Engineer,"
            Various data stores; You will be streaming workflows connecting various data sources through Apache Flink into a Graph database....",Melbourne VIC,
2979,Professional Recruitment Australia,Data Engineer - Greenfield Opportunity,"
            Golden opportunity for a data engineer to create some serious career capital with a greenfield big data role, take ownership with no red tape....",Melbourne VIC,
2980,Xpand Group,Data Engineer,"
            Strong knowledge of concepts within the data domain (Dimensional Modelling, Data Marts, Data Lakes, Data Warehouses, ETL, Reporting concepts etc)....",Melbourne VIC,
2981,Standard Communication,Senior Mechanical Engineer,"
            GME designs, engineers, manufactures and distributes world-class radio communication equipment including; This is a rare opportunity for a Senior Mechanical...",Winston Hills NSW,
2982,Boral Industries,Solution Engineer - Analyst Designer,"
            Demonstrated ability to handle technical leadership tasks (solution design, developing other solution engineers) and adapt to various work settings in an...",Sydney NSW,
2983,Rudds Consulting Engineers,SENIOR MECHANICAL ENGINEER,"
            SENIOR MECHANICAL ENGINEER in Canberra. Rudds Consulting Engineers is a dynamic, multi-disciplinary, building services consulting engineering firm based in...",Canberra ACT,
2984,Alloc8 Recruitment Solutions Pty Ltd,"Data Analytics Engineer - R, SQL.","
            Commercial awareness with true understanding of the value of data and how best to commercialise this data. As part of this growth they are looking for a number...",Sydney NSW,
