,Company,Title,Description,Location,Salary
770,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
771,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
772,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
773,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
774,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
775,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
776,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
777,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
778,"<span class=""company"">
    SuperCoders IT Recruitment</span>",Linux Admin / IP Network Engineer,"
            Designing/installing/configuring/tuning data manipulation scripts in scripting languages Developing and customisation of monitoring tools Documentation of...",Melbourne VIC,
779,"<span class=""company"">
    Edrolo</span>",Customer Support Specialist,"
            Able to follow production procedures closely and administrate associated data entry. The role involves heavy direct communication with both internal and...",Australia,
780,"<span class=""company"">
<a href=""/cmp/Liveperson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=341e1c1f5f41bbd9&amp;jcid=051e0bdf026c3e60')"" rel=""noopener"" target=""_blank"">
    LivePerson</a></span>",Software Development Engineer - API & SDK,"
            We invest heavily in artificial intelligence, bots, big data technologies, real-time analytics and messaging solutions, all hosted on our dynamic open platform....",Melbourne VIC,
781,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
782,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
783,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
784,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
785,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
786,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
787,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
788,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
789,"<span class=""company"">
    SuperCoders IT Recruitment</span>",Linux Admin / IP Network Engineer,"
            Designing/installing/configuring/tuning data manipulation scripts in scripting languages Developing and customisation of monitoring tools Documentation of...",Melbourne VIC,
790,"<span class=""company"">
    Edrolo</span>",Customer Support Specialist,"
            Able to follow production procedures closely and administrate associated data entry. The role involves heavy direct communication with both internal and...",Australia,
791,"<span class=""company"">
<a href=""/cmp/Liveperson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=341e1c1f5f41bbd9&amp;jcid=051e0bdf026c3e60')"" rel=""noopener"" target=""_blank"">
    LivePerson</a></span>",Software Development Engineer - API & SDK,"
            We invest heavily in artificial intelligence, bots, big data technologies, real-time analytics and messaging solutions, all hosted on our dynamic open platform....",Melbourne VIC,
792,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
793,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
794,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
795,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
796,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
797,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
798,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
799,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
800,"<span class=""company"">
    SuperCoders IT Recruitment</span>",Linux Admin / IP Network Engineer,"
            Designing/installing/configuring/tuning data manipulation scripts in scripting languages Developing and customisation of monitoring tools Documentation of...",Melbourne VIC,
801,"<span class=""company"">
    Edrolo</span>",Customer Support Specialist,"
            Able to follow production procedures closely and administrate associated data entry. The role involves heavy direct communication with both internal and...",Australia,
802,"<span class=""company"">
<a href=""/cmp/Liveperson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=341e1c1f5f41bbd9&amp;jcid=051e0bdf026c3e60')"" rel=""noopener"" target=""_blank"">
    LivePerson</a></span>",Software Development Engineer - API & SDK,"
            We invest heavily in artificial intelligence, bots, big data technologies, real-time analytics and messaging solutions, all hosted on our dynamic open platform....",Melbourne VIC,
803,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
804,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
805,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
806,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
807,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
808,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
809,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
810,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
811,"<span class=""company"">
    SuperCoders IT Recruitment</span>",Linux Admin / IP Network Engineer,"
            Designing/installing/configuring/tuning data manipulation scripts in scripting languages Developing and customisation of monitoring tools Documentation of...",Melbourne VIC,
812,"<span class=""company"">
    Edrolo</span>",Customer Support Specialist,"
            Able to follow production procedures closely and administrate associated data entry. The role involves heavy direct communication with both internal and...",Australia,
813,"<span class=""company"">
<a href=""/cmp/Liveperson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=341e1c1f5f41bbd9&amp;jcid=051e0bdf026c3e60')"" rel=""noopener"" target=""_blank"">
    LivePerson</a></span>",Software Development Engineer - API & SDK,"
            We invest heavily in artificial intelligence, bots, big data technologies, real-time analytics and messaging solutions, all hosted on our dynamic open platform....",Melbourne VIC,
814,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
815,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
816,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
817,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
818,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
819,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
820,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
821,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
822,"<span class=""company"">
    SuperCoders IT Recruitment</span>",Linux Admin / IP Network Engineer,"
            Designing/installing/configuring/tuning data manipulation scripts in scripting languages Developing and customisation of monitoring tools Documentation of...",Melbourne VIC,
823,"<span class=""company"">
    Edrolo</span>",Customer Support Specialist,"
            Able to follow production procedures closely and administrate associated data entry. The role involves heavy direct communication with both internal and...",Australia,
824,"<span class=""company"">
<a href=""/cmp/Liveperson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=341e1c1f5f41bbd9&amp;jcid=051e0bdf026c3e60')"" rel=""noopener"" target=""_blank"">
    LivePerson</a></span>",Software Development Engineer - API & SDK,"
            We invest heavily in artificial intelligence, bots, big data technologies, real-time analytics and messaging solutions, all hosted on our dynamic open platform....",Melbourne VIC,
825,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
826,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
827,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
828,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
829,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
830,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
831,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
832,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
833,"<span class=""company"">
    SuperCoders IT Recruitment</span>",Linux Admin / IP Network Engineer,"
            Designing/installing/configuring/tuning data manipulation scripts in scripting languages Developing and customisation of monitoring tools Documentation of...",Melbourne VIC,
834,"<span class=""company"">
    Edrolo</span>",Customer Support Specialist,"
            Able to follow production procedures closely and administrate associated data entry. The role involves heavy direct communication with both internal and...",Australia,
835,"<span class=""company"">
<a href=""/cmp/Liveperson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=341e1c1f5f41bbd9&amp;jcid=051e0bdf026c3e60')"" rel=""noopener"" target=""_blank"">
    LivePerson</a></span>",Software Development Engineer - API & SDK,"
            We invest heavily in artificial intelligence, bots, big data technologies, real-time analytics and messaging solutions, all hosted on our dynamic open platform....",Melbourne VIC,
836,"<span class=""company"">
<a href=""/cmp/BAE-Systems"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c96eb02b60c0600&amp;jcid=200a825acadb9338')"" rel=""noopener"" target=""_blank"">
    BAE Systems</a></span>",Asset Performance Analyst (Log Eng),"
            Critically assessing Operational data, trends and changes for finance impacts. Highly collaborative and agile in approach, we are engaging, consultative and...",Garden Island NSW,
837,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=fa2c01dea74c6e53&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Control Systems Engineer,"
            They are now looking for a Control Systems Engineer to join their team. Development and maintenance of documentation to support Control and Monitoring Systems,...",Perth WA,
838,"<span class=""company"">
    MessageMedia</span>",Product Managers,"
            Experience in B2B, Saas, AI, Big Data, Fintech, Contact Centre technology is a bonus. You are data driven and user focused and have qualitative and quantitative...",Melbourne VIC,
839,"<span class=""company"">
<a href=""/cmp/The-Vocus-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=614030bad06a9bc9&amp;jcid=f1b7f3671f64ebe2')"" rel=""noopener"" target=""_blank"">
    The Vocus Group</a></span>",NOC Tier 2 Engineer - Voice & Network,"
            Working knowledge on carrier-grade VoIP solutions and data products. But what does an AWESOME Level 2 NOC Engineer look like......",Melbourne VIC,
840,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
841,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
842,"<span class=""company"">
<a href=""/cmp/Pinsent-Masons"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=be624f2c83eb3ba2&amp;jcid=d057966aef386242')"" rel=""noopener"" target=""_blank"">
    Pinsent Masons</a></span>",APAC Innovation Manager,"
            O artificial and machine-learning intelligence-led data extraction (TermFrame). Work with regional Knowledge Engineers to help prioritise and deliver innovation...",Sydney NSW,
843,"<span class=""company"">
    Tyro</span>",Database Administrator - MySQL,"
            Work closely with software engineers, IT operations, information security, data scientists and internal customers to understand and meet their data requirements...",Sydney NSW,
