,Company,Title,Description,Location,Salary
452,"
    CCInternational Recruitment",Senior Analyst | Analytics | Marketing Science | Boutique Ma...,"
            We need a passionate data analyst for this key role in a data driven market research agency where data quality is essential and a truly analytical mind will be...",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $120,000 a year</span>"
453,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
454,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
455,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
456,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
457,"
    Fulsearch",Senior Research Analyst - Industrials (Mid/Small Caps),"
                            Proven ability to critically review and analyse industry data. You will be working for one of Australia's leading sell side equities houses, focussing on...",Sydney NSW,"<span class=""no-wrap"">
                $200,000 - $250,000 a year</span>"
458,"
    lungfunctiontesting.com.au",Consultant Respiratory / Sleep Physician,"
                            Ideally, we are looking for motivated person who will take an active interest in reviewing lung function laboratory quality control data and policies to ensure...",Sydney NSW,
459,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
460,"

    Macquarie Group Limited","Senior Manager – Quantitative Analyst (Pricing Models, Value...","
            Sydney, Australia based opportunity - Will provide sponsorship and relocation for the right candidate Global model validation team Quantitative opportunity ...",Sydney NSW,
461,"

    Sirius Recruitment",Senior Front end React Developer,"
            Climate scientists are painting a dark picture of the future if we don't take action to reduce our impact on the planet....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $150,000 a year</span>"
462,"

    CDK Global",Digital Marketing Account Manager,"
            From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",Port Melbourne VIC,
463,"

    Kelly Services",QSE Supervisor,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
464,"

    Kelly Services",Quality Control Technician,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
465,"

    Corporate Services","Statistician - Workforce Safety, Human Resources Command, Su...","
            Please describe your experience using data analysis software and/or programming languages. Undertake quality assurance processes to ensure accuracy of NSW...",Sydney NSW,"<span class=""no-wrap"">
                $112,953 a year</span>"
466,"

    HR+ Tasmania","Pacing, Electrophysiology and Consulting Cardiologist - Char...","
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
467,"
    CCInternational Recruitment",Senior Research Analyst | Quantitative and Qualitative role...,"
            Amazing opportunity to get involved with high impact research projects in the public sector where your role will directly contribute to knowledge on the...",Sydney NSW,"<span class=""no-wrap"">
                $105,000 a year</span>"
468,"
    Orchard HRO",Full Stack Developer - IoT,"
            Together with a multi-disciplinary team of vendor provided software developers, data architects, data scientists and business SMEs, the Senior Application...",Brisbane QLD,
469,"
    CCInternational Recruitment",Senior Analyst | Analytics | Marketing Science | Boutique Ma...,"
            We need a passionate data analyst for this key role in a data driven market research agency where data quality is essential and a truly analytical mind will be...",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $120,000 a year</span>"
470,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
471,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
472,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
473,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
474,"

    Macquarie Group Limited","Senior Manager – Quantitative Analyst (Pricing Models, Value...","
            Sydney, Australia based opportunity - Will provide sponsorship and relocation for the right candidate Global model validation team Quantitative opportunity ...",Sydney NSW,
475,"

    Sirius Recruitment",Senior Front end React Developer,"
            Climate scientists are painting a dark picture of the future if we don't take action to reduce our impact on the planet....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $150,000 a year</span>"
476,"

    CDK Global",Digital Marketing Account Manager,"
            From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",Port Melbourne VIC,
477,"

    Kelly Services",QSE Supervisor,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
478,"

    Kelly Services",Quality Control Technician,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
479,"

    Corporate Services","Statistician - Workforce Safety, Human Resources Command, Su...","
            Please describe your experience using data analysis software and/or programming languages. Undertake quality assurance processes to ensure accuracy of NSW...",Sydney NSW,"<span class=""no-wrap"">
                $112,953 a year</span>"
480,"

    HR+ Tasmania","Pacing, Electrophysiology and Consulting Cardiologist - Char...","
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
481,"
    CCInternational Recruitment",Senior Research Analyst | Quantitative and Qualitative role...,"
            Amazing opportunity to get involved with high impact research projects in the public sector where your role will directly contribute to knowledge on the...",Sydney NSW,"<span class=""no-wrap"">
                $105,000 a year</span>"
482,"
    Orchard HRO",Full Stack Developer - IoT,"
            Together with a multi-disciplinary team of vendor provided software developers, data architects, data scientists and business SMEs, the Senior Application...",Brisbane QLD,
483,"
    CCInternational Recruitment",Senior Analyst | Analytics | Marketing Science | Boutique Ma...,"
            We need a passionate data analyst for this key role in a data driven market research agency where data quality is essential and a truly analytical mind will be...",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $120,000 a year</span>"
484,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
485,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
486,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
487,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
488,"

    Macquarie Group Limited","Senior Manager – Quantitative Analyst (Pricing Models, Value...","
            Sydney, Australia based opportunity - Will provide sponsorship and relocation for the right candidate Global model validation team Quantitative opportunity ...",Sydney NSW,
489,"

    Sirius Recruitment",Senior Front end React Developer,"
            Climate scientists are painting a dark picture of the future if we don't take action to reduce our impact on the planet....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $150,000 a year</span>"
490,"

    CDK Global",Digital Marketing Account Manager,"
            From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",Port Melbourne VIC,
491,"

    Kelly Services",QSE Supervisor,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
492,"

    Kelly Services",Quality Control Technician,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
493,"

    Corporate Services","Statistician - Workforce Safety, Human Resources Command, Su...","
            Please describe your experience using data analysis software and/or programming languages. Undertake quality assurance processes to ensure accuracy of NSW...",Sydney NSW,"<span class=""no-wrap"">
                $112,953 a year</span>"
494,"

    HR+ Tasmania","Pacing, Electrophysiology and Consulting Cardiologist - Char...","
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
495,"
    CCInternational Recruitment",Senior Research Analyst | Quantitative and Qualitative role...,"
            Amazing opportunity to get involved with high impact research projects in the public sector where your role will directly contribute to knowledge on the...",Sydney NSW,"<span class=""no-wrap"">
                $105,000 a year</span>"
496,"
    Orchard HRO",Full Stack Developer - IoT,"
            Together with a multi-disciplinary team of vendor provided software developers, data architects, data scientists and business SMEs, the Senior Application...",Brisbane QLD,
497,"
    CCInternational Recruitment",Senior Analyst | Analytics | Marketing Science | Boutique Ma...,"
            We need a passionate data analyst for this key role in a data driven market research agency where data quality is essential and a truly analytical mind will be...",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $120,000 a year</span>"
498,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
499,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
500,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
501,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
502,"

    Macquarie Group Limited","Senior Manager – Quantitative Analyst (Pricing Models, Value...","
            Sydney, Australia based opportunity - Will provide sponsorship and relocation for the right candidate Global model validation team Quantitative opportunity ...",Sydney NSW,
503,"

    Sirius Recruitment",Senior Front end React Developer,"
            Climate scientists are painting a dark picture of the future if we don't take action to reduce our impact on the planet....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $150,000 a year</span>"
504,"

    CDK Global",Digital Marketing Account Manager,"
            From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",Port Melbourne VIC,
505,"

    Kelly Services",QSE Supervisor,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
506,"

    Kelly Services",Quality Control Technician,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
507,"

    Corporate Services","Statistician - Workforce Safety, Human Resources Command, Su...","
            Please describe your experience using data analysis software and/or programming languages. Undertake quality assurance processes to ensure accuracy of NSW...",Sydney NSW,"<span class=""no-wrap"">
                $112,953 a year</span>"
508,"

    HR+ Tasmania","Pacing, Electrophysiology and Consulting Cardiologist - Char...","
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
509,"
    CCInternational Recruitment",Senior Research Analyst | Quantitative and Qualitative role...,"
            Amazing opportunity to get involved with high impact research projects in the public sector where your role will directly contribute to knowledge on the...",Sydney NSW,"<span class=""no-wrap"">
                $105,000 a year</span>"
510,"
    Orchard HRO",Full Stack Developer - IoT,"
            Together with a multi-disciplinary team of vendor provided software developers, data architects, data scientists and business SMEs, the Senior Application...",Brisbane QLD,
511,"
    CCInternational Recruitment",Senior Analyst | Analytics | Marketing Science | Boutique Ma...,"
            We need a passionate data analyst for this key role in a data driven market research agency where data quality is essential and a truly analytical mind will be...",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $120,000 a year</span>"
512,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
513,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
514,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
